Year,VAR,Variable,Country,Unit,PowerCode,Value
2014,PUBBIOTR,Secondary treatment,Spain,Percentage,Units,23.9
1970,PUBBIOTR,Secondary treatment,Sweden,Percentage,Units,41.0
1980,PUBBIOTR,Secondary treatment,Sweden,Percentage,Units,20.0
2000,PUBBIOTR,Secondary treatment,Sweden,Percentage,Units,5.0
2005,PUBBIOTR,Secondary treatment,Sweden,Percentage,Units,5.0
2010,PUBBIOTR,Secondary treatment,Sweden,Percentage,Units,4.0
2011,PUBBIOTR,Secondary treatment,Sweden,Percentage,Units,4.0
2012,PUBBIOTR,Secondary treatment,Sweden,Percentage,Units,4.0
2013,PUBBIOTR,Secondary treatment,Sweden,Percentage,Units,4.0
2014,PUBBIOTR,Secondary treatment,Sweden,Percentage,Units,4.0
2015,PUBBIOTR,Secondary treatment,Sweden,Percentage,Units,4.0
2016,PUBBIOTR,Secondary treatment,Sweden,Percentage,Units,4.0
2017,PUBBIOTR,Secondary treatment,Sweden,Percentage,Units,4.0
1970,PUBBIOTR,Secondary treatment,Switzerland,Percentage,Units,35.0
1980,PUBBIOTR,Secondary treatment,Switzerland,Percentage,Units,32.0
2000,PUBBIOTR,Secondary treatment,Switzerland,Percentage,Units,22.0
2005,PUBBIOTR,Secondary treatment,Switzerland,Percentage,Units,20.0
2010,PUBBIOTR,Secondary treatment,Switzerland,Percentage,Units,20.0
2013,PUBBIOTR,Secondary treatment,Switzerland,Percentage,Units,11.0
2000,PUBBIOTR,Secondary treatment,Turkey,Percentage,Units,14.6
2005,PUBBIOTR,Secondary treatment,Turkey,Percentage,Units,18.5
2010,PUBBIOTR,Secondary treatment,Turkey,Percentage,Units,19.8
2012,PUBBIOTR,Secondary treatment,Turkey,Percentage,Units,20.2
2013,PUBBIOTR,Secondary treatment,Turkey,Percentage,Units,24.48
2014,PUBBIOTR,Secondary treatment,Turkey,Percentage,Units,24.8
2015,PUBBIOTR,Secondary treatment,Turkey,Percentage,Units,23.69
2016,PUBBIOTR,Secondary treatment,Turkey,Percentage,Units,23.88
2000,PUBBIOTR,Secondary treatment,United Kingdom,Percentage,Units,64.0
2005,PUBBIOTR,Secondary treatment,United Kingdom,Percentage,Units,56.0
2010,PUBBIOTR,Secondary treatment,United Kingdom,Percentage,Units,49.6
2014,PUBBIOTR,Secondary treatment,United Kingdom,Percentage,Units,43.0
2000,PUBBIOTR,Secondary treatment,United States,Percentage,Units,32.0
2012,PUBBIOTR,Secondary treatment,United States,Percentage,Units,28.5
1980,PUBBIOTR,Secondary treatment,Estonia,Percentage,Units,28.0
2000,PUBBIOTR,Secondary treatment,Estonia,Percentage,Units,28.0
2005,PUBBIOTR,Secondary treatment,Estonia,Percentage,Units,25.0
2010,PUBBIOTR,Secondary treatment,Estonia,Percentage,Units,13.6
2011,PUBBIOTR,Secondary treatment,Estonia,Percentage,Units,13.3
2012,PUBBIOTR,Secondary treatment,Estonia,Percentage,Units,7.0
2013,PUBBIOTR,Secondary treatment,Estonia,Percentage,Units,5.0
2014,PUBBIOTR,Secondary treatment,Estonia,Percentage,Units,5.0
2015,PUBBIOTR,Secondary treatment,Estonia,Percentage,Units,3.9
2016,PUBBIOTR,Secondary treatment,Estonia,Percentage,Units,3.7
2017,PUBBIOTR,Secondary treatment,Estonia,Percentage,Units,3.3
1980,PUBBIOTR,Secondary treatment,Israel,Percentage,Units,23.0
2000,PUBBIOTR,Secondary treatment,Israel,Percentage,Units,39.2
2005,PUBBIOTR,Secondary treatment,Israel,Percentage,Units,42.9
2010,PUBBIOTR,Secondary treatment,Israel,Percentage,Units,39.1
2011,PUBBIOTR,Secondary treatment,Israel,Percentage,Units,39.3
2012,PUBBIOTR,Secondary treatment,Israel,Percentage,Units,39.0
2013,PUBBIOTR,Secondary treatment,Israel,Percentage,Units,38.6
2014,PUBBIOTR,Secondary treatment,Israel,Percentage,Units,38.2
2015,PUBBIOTR,Secondary treatment,Israel,Percentage,Units,37.6
2016,PUBBIOTR,Secondary treatment,Israel,Percentage,Units,37.0
2017,PUBBIOTR,Secondary treatment,Israel,Percentage,Units,37.1
2000,PUBBIOTR,Secondary treatment,Slovenia,Percentage,Units,10.9
2005,PUBBIOTR,Secondary treatment,Slovenia,Percentage,Units,21.2
2010,PUBBIOTR,Secondary treatment,Slovenia,Percentage,Units,35.0
2011,PUBBIOTR,Secondary treatment,Slovenia,Percentage,Units,35.6
2012,PUBBIOTR,Secondary treatment,Slovenia,Percentage,Units,34.8
2013,PUBBIOTR,Secondary treatment,Slovenia,Percentage,Units,33.0
2014,PUBBIOTR,Secondary treatment,Slovenia,Percentage,Units,32.3
2015,PUBBIOTR,Secondary treatment,Slovenia,Percentage,Units,30.5
2016,PUBBIOTR,Secondary treatment,Slovenia,Percentage,Units,28.6
2017,PUBBIOTR,Secondary treatment,Slovenia,Percentage,Units,24.3
1970,PUBADVTR,Tertiary treatment,Austria,Percentage,Units,0.0
1980,PUBADVTR,Tertiary treatment,Austria,Percentage,Units,3.0
2010,PUBADVTR,Tertiary treatment,Austria,Percentage,Units,92.6
2012,PUBADVTR,Tertiary treatment,Austria,Percentage,Units,93.5
2014,PUBADVTR,Tertiary treatment,Austria,Percentage,Units,93.8
2016,PUBADVTR,Tertiary treatment,Austria,Percentage,Units,94.0
1970,PUBADVTR,Tertiary treatment,Belgium,Percentage,Units,0.0
1980,PUBADVTR,Tertiary treatment,Belgium,Percentage,Units,0.0
2000,PUBADVTR,Tertiary treatment,Belgium,Percentage,Units,35.6
2005,PUBADVTR,Tertiary treatment,Belgium,Percentage,Units,46.7
2010,PUBADVTR,Tertiary treatment,Belgium,Percentage,Units,66.4
2011,PUBADVTR,Tertiary treatment,Belgium,Percentage,Units,68.9
2012,PUBADVTR,Tertiary treatment,Belgium,Percentage,Units,64.76
2013,PUBADVTR,Tertiary treatment,Belgium,Percentage,Units,65.56
2014,PUBADVTR,Tertiary treatment,Belgium,Percentage,Units,72.48
2015,PUBADVTR,Tertiary treatment,Belgium,Percentage,Units,74.32
2016,PUBADVTR,Tertiary treatment,Belgium,Percentage,Units,74.61
2017,PUBADVTR,Tertiary treatment,Belgium,Percentage,Units,74.59
2005,PUBADVTR,Tertiary treatment,Czech Republic,Percentage,Units,55.9
2010,PUBADVTR,Tertiary treatment,Czech Republic,Percentage,Units,68.2
2011,PUBADVTR,Tertiary treatment,Czech Republic,Percentage,Units,70.1
2012,PUBADVTR,Tertiary treatment,Czech Republic,Percentage,Units,69.4
2013,PUBADVTR,Tertiary treatment,Czech Republic,Percentage,Units,71.6
2014,PUBADVTR,Tertiary treatment,Czech Republic,Percentage,Units,71.0
2015,PUBADVTR,Tertiary treatment,Czech Republic,Percentage,Units,72.0
2016,PUBADVTR,Tertiary treatment,Czech Republic,Percentage,Units,72.6
2017,PUBADVTR,Tertiary treatment,Czech Republic,Percentage,Units,73.9
1970,PUBADVTR,Tertiary treatment,Denmark,Percentage,Units,0.0
2000,PUBADVTR,Tertiary treatment,Denmark,Percentage,Units,82.7
2010,PUBADVTR,Tertiary treatment,Denmark,Percentage,Units,85.6
2011,PUBADVTR,Tertiary treatment,Denmark,Percentage,Units,86.5
2012,PUBADVTR,Tertiary treatment,Denmark,Percentage,Units,86.6
2013,PUBADVTR,Tertiary treatment,Denmark,Percentage,Units,88.2
2014,PUBADVTR,Tertiary treatment,Denmark,Percentage,Units,89.0
2015,PUBADVTR,Tertiary treatment,Denmark,Percentage,Units,89.1
2016,PUBADVTR,Tertiary treatment,Denmark,Percentage,Units,89.7
2017,PUBADVTR,Tertiary treatment,Denmark,Percentage,Units,90.4
1970,PUBADVTR,Tertiary treatment,Finland,Percentage,Units,0.0
1980,PUBADVTR,Tertiary treatment,Finland,Percentage,Units,59.0
2000,PUBADVTR,Tertiary treatment,Finland,Percentage,Units,80.0
2010,PUBADVTR,Tertiary treatment,Finland,Percentage,Units,83.0
2011,PUBADVTR,Tertiary treatment,Finland,Percentage,Units,83.0
2012,PUBADVTR,Tertiary treatment,Finland,Percentage,Units,83.0
2013,PUBADVTR,Tertiary treatment,Finland,Percentage,Units,83.0
2014,PUBADVTR,Tertiary treatment,Finland,Percentage,Units,85.0
2010,PUBADVTR,Tertiary treatment,France,Percentage,Units,64.5
2011,PUBADVTR,Tertiary treatment,France,Percentage,Units,64.0
2012,PUBADVTR,Tertiary treatment,France,Percentage,Units,64.0
2013,PUBADVTR,Tertiary treatment,France,Percentage,Units,64.0
2014,PUBADVTR,Tertiary treatment,France,Percentage,Units,65.0
2015,PUBADVTR,Tertiary treatment,France,Percentage,Units,66.0
2016,PUBADVTR,Tertiary treatment,France,Percentage,Units,68.0
2017,PUBADVTR,Tertiary treatment,France,Percentage,Units,69.0
2005,PUBADVTR,Tertiary treatment,Germany,Percentage,Units,95.9
2010,PUBADVTR,Tertiary treatment,Germany,Percentage,Units,92.6
2011,PUBADVTR,Tertiary treatment,Germany,Percentage,Units,92.7
2012,PUBADVTR,Tertiary treatment,Germany,Percentage,Units,92.76
2013,PUBADVTR,Tertiary treatment,Germany,Percentage,Units,92.85
2014,PUBADVTR,Tertiary treatment,Germany,Percentage,Units,93.18
2015,PUBADVTR,Tertiary treatment,Germany,Percentage,Units,93.51
2016,PUBADVTR,Tertiary treatment,Germany,Percentage,Units,93.83
2010,PUBADVTR,Tertiary treatment,Greece,Percentage,Units,79.6
2011,PUBADVTR,Tertiary treatment,Greece,Percentage,Units,82.0
2012,PUBADVTR,Tertiary treatment,Greece,Percentage,Units,85.75
2013,PUBADVTR,Tertiary treatment,Greece,Percentage,Units,89.3
2014,PUBADVTR,Tertiary treatment,Greece,Percentage,Units,89.3
2015,PUBADVTR,Tertiary treatment,Greece,Percentage,Units,86.96
2016,PUBADVTR,Tertiary treatment,Greece,Percentage,Units,86.96
1970,PUBADVTR,Tertiary treatment,Hungary,Percentage,Units,0.0
1980,PUBADVTR,Tertiary treatment,Hungary,Percentage,Units,0.0
2000,PUBADVTR,Tertiary treatment,Hungary,Percentage,Units,5.5
2005,PUBADVTR,Tertiary treatment,Hungary,Percentage,Units,21.3
2010,PUBADVTR,Tertiary treatment,Hungary,Percentage,Units,33.1
2011,PUBADVTR,Tertiary treatment,Hungary,Percentage,Units,36.9
2012,PUBADVTR,Tertiary treatment,Hungary,Percentage,Units,54.9
2013,PUBADVTR,Tertiary treatment,Hungary,Percentage,Units,56.01
2014,PUBADVTR,Tertiary treatment,Hungary,Percentage,Units,58.41
2015,PUBADVTR,Tertiary treatment,Hungary,Percentage,Units,66.4
2016,PUBADVTR,Tertiary treatment,Hungary,Percentage,Units,68.66
2017,PUBADVTR,Tertiary treatment,Hungary,Percentage,Units,72.08
2000,PUBADVTR,Tertiary treatment,Iceland,Percentage,Units,0.0
2005,PUBADVTR,Tertiary treatment,Iceland,Percentage,Units,0.0
2010,PUBADVTR,Tertiary treatment,Iceland,Percentage,Units,1.0
1980,PUBADVTR,Tertiary treatment,Ireland,Percentage,Units,0.0
2011,PUBADVTR,Tertiary treatment,Ireland,Percentage,Units,14.0
2012,PUBADVTR,Tertiary treatment,Ireland,Percentage,Units,16.51
2013,PUBADVTR,Tertiary treatment,Ireland,Percentage,Units,17.63
2014,PUBADVTR,Tertiary treatment,Ireland,Percentage,Units,18.74
2015,PUBADVTR,Tertiary treatment,Ireland,Percentage,Units,19.83
2016,PUBADVTR,Tertiary treatment,Ireland,Percentage,Units,20.91
2017,PUBADVTR,Tertiary treatment,Ireland,Percentage,Units,20.91
1970,PUBADVTR,Tertiary treatment,Italy,Percentage,Units,0.0
2005,PUBADVTR,Tertiary treatment,Italy,Percentage,Units,35.9
2012,PUBADVTR,Tertiary treatment,Italy,Percentage,Units,35.2
2015,PUBADVTR,Tertiary treatment,Italy,Percentage,Units,40.9
1970,PUBADVTR,Tertiary treatment,Japan,Percentage,Units,0.0
1980,PUBADVTR,Tertiary treatment,Japan,Percentage,Units,0.0
2000,PUBADVTR,Tertiary treatment,Japan,Percentage,Units,8.0
2005,PUBADVTR,Tertiary treatment,Japan,Percentage,Units,14.0
2010,PUBADVTR,Tertiary treatment,Japan,Percentage,Units,20.20000076
2011,PUBADVTR,Tertiary treatment,Japan,Percentage,Units,20.38829994
2012,PUBADVTR,Tertiary treatment,Japan,Percentage,Units,22.4
2013,PUBADVTR,Tertiary treatment,Japan,Percentage,Units,24.2
2014,PUBADVTR,Tertiary treatment,Japan,Percentage,Units,25.8
2015,PUBADVTR,Tertiary treatment,Japan,Percentage,Units,27.0
2016,PUBADVTR,Tertiary treatment,Japan,Percentage,Units,27.9
2000,PUBADVTR,Tertiary treatment,Korea,Percentage,Units,0.800000012
2005,PUBADVTR,Tertiary treatment,Korea,Percentage,Units,17.60000038
2010,PUBADVTR,Tertiary treatment,Korea,Percentage,Units,54.09999847
2011,PUBADVTR,Tertiary treatment,Korea,Percentage,Units,58.20000076
2012,PUBADVTR,Tertiary treatment,Korea,Percentage,Units,59.90000153
2013,PUBADVTR,Tertiary treatment,Korea,Percentage,Units,82.07
2014,PUBADVTR,Tertiary treatment,Korea,Percentage,Units,82.76
2015,PUBADVTR,Tertiary treatment,Korea,Percentage,Units,84.57
2016,PUBADVTR,Tertiary treatment,Korea,Percentage,Units,89.14479268
1970,PUBADVTR,Tertiary treatment,Luxembourg,Percentage,Units,0.0
1980,PUBADVTR,Tertiary treatment,Luxembourg,Percentage,Units,0.0
2010,PUBADVTR,Tertiary treatment,Luxembourg,Percentage,Units,29.3
2011,PUBADVTR,Tertiary treatment,Luxembourg,Percentage,Units,31.0
2012,PUBADVTR,Tertiary treatment,Luxembourg,Percentage,Units,68.8
2013,PUBADVTR,Tertiary treatment,Luxembourg,Percentage,Units,69.8
2014,PUBADVTR,Tertiary treatment,Luxembourg,Percentage,Units,69.9
2015,PUBADVTR,Tertiary treatment,Luxembourg,Percentage,Units,71.3
2016,PUBADVTR,Tertiary treatment,Luxembourg,Percentage,Units,76.6
2017,PUBADVTR,Tertiary treatment,Luxembourg,Percentage,Units,75.2
1970,PUBADVTR,Tertiary treatment,Netherlands,Percentage,Units,0.0
1980,PUBADVTR,Tertiary treatment,Netherlands,Percentage,Units,2.6
2000,PUBADVTR,Tertiary treatment,Netherlands,Percentage,Units,81.6
2005,PUBADVTR,Tertiary treatment,Netherlands,Percentage,Units,96.5
2010,PUBADVTR,Tertiary treatment,Netherlands,Percentage,Units,98.0
2011,PUBADVTR,Tertiary treatment,Netherlands,Percentage,Units,98.3
2012,PUBADVTR,Tertiary treatment,Netherlands,Percentage,Units,98.4
2013,PUBADVTR,Tertiary treatment,Netherlands,Percentage,Units,98.4
2014,PUBADVTR,Tertiary treatment,Netherlands,Percentage,Units,98.4
2015,PUBADVTR,Tertiary treatment,Netherlands,Percentage,Units,98.53
2016,PUBADVTR,Tertiary treatment,Netherlands,Percentage,Units,98.65
2017,PUBADVTR,Tertiary treatment,Netherlands,Percentage,Units,98.7
2000,PUBADVTR,Tertiary treatment,New Zealand,Percentage,Units,40.0
1970,PUBADVTR,Tertiary treatment,Norway,Percentage,Units,20.0
1980,PUBADVTR,Tertiary treatment,Norway,Percentage,Units,26.0
2000,PUBADVTR,Tertiary treatment,Norway,Percentage,Units,51.1
2005,PUBADVTR,Tertiary treatment,Norway,Percentage,Units,56.6
2010,PUBADVTR,Tertiary treatment,Norway,Percentage,Units,57.6
2011,PUBADVTR,Tertiary treatment,Norway,Percentage,Units,59.8
2012,PUBADVTR,Tertiary treatment,Norway,Percentage,Units,61.2
2013,PUBADVTR,Tertiary treatment,Norway,Percentage,Units,61.2
2014,PUBADVTR,Tertiary treatment,Norway,Percentage,Units,61.2
2015,PUBADVTR,Tertiary treatment,Norway,Percentage,Units,64.1
2016,PUBADVTR,Tertiary treatment,Norway,Percentage,Units,59.9
2017,PUBADVTR,Tertiary treatment,Norway,Percentage,Units,58.9
2000,PUBADVTR,Tertiary treatment,Poland,Percentage,Units,20.1
2005,PUBADVTR,Tertiary treatment,Poland,Percentage,Units,37.3
2010,PUBADVTR,Tertiary treatment,Poland,Percentage,Units,49.6
2011,PUBADVTR,Tertiary treatment,Poland,Percentage,Units,52.2
2012,PUBADVTR,Tertiary treatment,Poland,Percentage,Units,54.6
2013,PUBADVTR,Tertiary treatment,Poland,Percentage,Units,56.0
2014,PUBADVTR,Tertiary treatment,Poland,Percentage,Units,57.6
2015,PUBADVTR,Tertiary treatment,Poland,Percentage,Units,58.9
2016,PUBADVTR,Tertiary treatment,Poland,Percentage,Units,59.7
2017,PUBADVTR,Tertiary treatment,Poland,Percentage,Units,59.5
2005,PUBADVTR,Tertiary treatment,Portugal,Percentage,Units,15.2
2017,PUBADVTR,Tertiary treatment,Portugal,Percentage,Units,37.98
2013,PUBADVTR,Tertiary treatment,Slovak Republic,Percentage,Units,1.68
2014,PUBADVTR,Tertiary treatment,Slovak Republic,Percentage,Units,1.72
2015,PUBADVTR,Tertiary treatment,Slovak Republic,Percentage,Units,1.74
2016,PUBADVTR,Tertiary treatment,Slovak Republic,Percentage,Units,1.8
2017,PUBADVTR,Tertiary treatment,Slovak Republic,Percentage,Units,1.8
1980,PUBADVTR,Tertiary treatment,Spain,Percentage,Units,0.0
2000,PUBADVTR,Tertiary treatment,Spain,Percentage,Units,15.0
2010,PUBADVTR,Tertiary treatment,Spain,Percentage,Units,60.0
2012,PUBADVTR,Tertiary treatment,Spain,Percentage,Units,66.7
2014,PUBADVTR,Tertiary treatment,Spain,Percentage,Units,69.0
1970,PUBADVTR,Tertiary treatment,Sweden,Percentage,Units,3.0
1980,PUBADVTR,Tertiary treatment,Sweden,Percentage,Units,61.0
2000,PUBADVTR,Tertiary treatment,Sweden,Percentage,Units,81.0
2005,PUBADVTR,Tertiary treatment,Sweden,Percentage,Units,81.0
2010,PUBADVTR,Tertiary treatment,Sweden,Percentage,Units,82.0
2011,PUBADVTR,Tertiary treatment,Sweden,Percentage,Units,82.0
2012,PUBADVTR,Tertiary treatment,Sweden,Percentage,Units,83.0
2013,PUBADVTR,Tertiary treatment,Sweden,Percentage,Units,83.0
2014,PUBADVTR,Tertiary treatment,Sweden,Percentage,Units,83.0
2015,PUBADVTR,Tertiary treatment,Sweden,Percentage,Units,83.0
2016,PUBADVTR,Tertiary treatment,Sweden,Percentage,Units,83.0
2017,PUBADVTR,Tertiary treatment,Sweden,Percentage,Units,83.0
1970,PUBADVTR,Tertiary treatment,Switzerland,Percentage,Units,0.0
1980,PUBADVTR,Tertiary treatment,Switzerland,Percentage,Units,41.0
2000,PUBADVTR,Tertiary treatment,Switzerland,Percentage,Units,74.0
2005,PUBADVTR,Tertiary treatment,Switzerland,Percentage,Units,77.0
2010,PUBADVTR,Tertiary treatment,Switzerland,Percentage,Units,78.0
2013,PUBADVTR,Tertiary treatment,Switzerland,Percentage,Units,87.0
2000,PUBADVTR,Tertiary treatment,Turkey,Percentage,Units,3.7
2005,PUBADVTR,Tertiary treatment,Turkey,Percentage,Units,10.0
2010,PUBADVTR,Tertiary treatment,Turkey,Percentage,Units,17.8
2012,PUBADVTR,Tertiary treatment,Turkey,Percentage,Units,21.8
2013,PUBADVTR,Tertiary treatment,Turkey,Percentage,Units,18.25
2014,PUBADVTR,Tertiary treatment,Turkey,Percentage,Units,18.4
2015,PUBADVTR,Tertiary treatment,Turkey,Percentage,Units,31.73
2016,PUBADVTR,Tertiary treatment,Turkey,Percentage,Units,32.42
2000,PUBADVTR,Tertiary treatment,United Kingdom,Percentage,Units,27.0
2005,PUBADVTR,Tertiary treatment,United Kingdom,Percentage,Units,43.0
2010,PUBADVTR,Tertiary treatment,United Kingdom,Percentage,Units,49.9
2014,PUBADVTR,Tertiary treatment,United Kingdom,Percentage,Units,57.0
2000,PUBADVTR,Tertiary treatment,United States,Percentage,Units,36.59999847
2012,PUBADVTR,Tertiary treatment,United States,Percentage,Units,40.6
2005,PUBADVTR,Tertiary treatment,Chile,Percentage,Units,49.40000153
2010,PUBADVTR,Tertiary treatment,Chile,Percentage,Units,60.85210037
2011,PUBADVTR,Tertiary treatment,Chile,Percentage,Units,63.35630035
2012,PUBADVTR,Tertiary treatment,Chile,Percentage,Units,71.9
2013,PUBADVTR,Tertiary treatment,Chile,Percentage,Units,71.9
2014,PUBADVTR,Tertiary treatment,Chile,Percentage,Units,73.1
2015,PUBADVTR,Tertiary treatment,Chile,Percentage,Units,73.24
2016,PUBADVTR,Tertiary treatment,Chile,Percentage,Units,71.17
2017,PUBADVTR,Tertiary treatment,Chile,Percentage,Units,68.36
2000,PUBADVTR,Tertiary treatment,Estonia,Percentage,Units,40.0
2005,PUBADVTR,Tertiary treatment,Estonia,Percentage,Units,48.0
2010,PUBADVTR,Tertiary treatment,Estonia,Percentage,Units,64.7
2011,PUBADVTR,Tertiary treatment,Estonia,Percentage,Units,67.8
2012,PUBADVTR,Tertiary treatment,Estonia,Percentage,Units,74.2
2013,PUBADVTR,Tertiary treatment,Estonia,Percentage,Units,77.1
2014,PUBADVTR,Tertiary treatment,Estonia,Percentage,Units,78.0
2015,PUBADVTR,Tertiary treatment,Estonia,Percentage,Units,78.71
2016,PUBADVTR,Tertiary treatment,Estonia,Percentage,Units,79.09
2017,PUBADVTR,Tertiary treatment,Estonia,Percentage,Units,79.57
1980,PUBADVTR,Tertiary treatment,Israel,Percentage,Units,8.899999618999999
2000,PUBADVTR,Tertiary treatment,Israel,Percentage,Units,33.6
2005,PUBADVTR,Tertiary treatment,Israel,Percentage,Units,39.1
2010,PUBADVTR,Tertiary treatment,Israel,Percentage,Units,48.8
2011,PUBADVTR,Tertiary treatment,Israel,Percentage,Units,49.4
2012,PUBADVTR,Tertiary treatment,Israel,Percentage,Units,50.2
2013,PUBADVTR,Tertiary treatment,Israel,Percentage,Units,51.1
2014,PUBADVTR,Tertiary treatment,Israel,Percentage,Units,51.9
2015,PUBADVTR,Tertiary treatment,Israel,Percentage,Units,52.7
2016,PUBADVTR,Tertiary treatment,Israel,Percentage,Units,53.4
2017,PUBADVTR,Tertiary treatment,Israel,Percentage,Units,53.4
2000,PUBADVTR,Tertiary treatment,Slovenia,Percentage,Units,1.4
2005,PUBADVTR,Tertiary treatment,Slovenia,Percentage,Units,10.9
2010,PUBADVTR,Tertiary treatment,Slovenia,Percentage,Units,16.3
2011,PUBADVTR,Tertiary treatment,Slovenia,Percentage,Units,18.4
2012,PUBADVTR,Tertiary treatment,Slovenia,Percentage,Units,18.4
2013,PUBADVTR,Tertiary treatment,Slovenia,Percentage,Units,21.6
2014,PUBADVTR,Tertiary treatment,Slovenia,Percentage,Units,22.6
2015,PUBADVTR,Tertiary treatment,Slovenia,Percentage,Units,26.0
2016,PUBADVTR,Tertiary treatment,Slovenia,Percentage,Units,33.5
