Year,Country,VAR,Value
2001,Germany,WAS,26972.207
2002,Germany,WAS,25576.824
2003,Germany,WAS,24060.155
2004,Germany,WAS,22621.151
2005,Germany,WAS,21157.535
2006,Germany,WAS,19498.789
2007,Germany,WAS,18176.707
2008,Germany,WAS,16941.945
2009,Germany,WAS,15719.818
2010,Germany,WAS,14591.339
2011,Germany,WAS,13827.634
2012,Germany,WAS,13039.177
2013,Germany,WAS,12332.579
2014,Germany,WAS,11674.027
2015,Germany,WAS,11164.921
2016,Germany,WAS,10697.342
2017,Germany,WAS,10181.507
2000,Russia,WAS,61577.993
2001,Russia,WAS,62761.313
2002,Russia,WAS,63836.1
2003,Russia,WAS,65045.055
2004,Russia,WAS,66326.062
2005,Russia,WAS,68016.87
2006,Russia,WAS,69599.811
2007,Russia,WAS,71534.836
2008,Russia,WAS,73285.982
2009,Russia,WAS,74834.959
2010,Russia,WAS,76726.405
2011,Russia,WAS,79193.45
2012,Russia,WAS,81460.887
2013,Russia,WAS,83954.847
2014,Russia,WAS,87331.882
2015,Russia,WAS,90023.926
2016,Russia,WAS,92481.496
2017,Russia,WAS,94485.899
2000,United States,ENER,6168634.348
2001,United States,ENER,6090369.016
2002,United States,ENER,6121759.41
2003,United States,ENER,6174167.004
2004,United States,ENER,6280019.049
2005,United States,ENER,6307950.169
2006,United States,ENER,6223855.613
2007,United States,ENER,6291171.311
2008,United States,ENER,6117152.88
2009,United States,ENER,5713885.857
2010,United States,ENER,5894378.026
2011,United States,ENER,5751065.577
2012,United States,ENER,5538315.736
2013,United States,ENER,5695017.546
2014,United States,ENER,5736385.389
2015,United States,ENER,5584710.975
2016,United States,ENER,5465322.32
2017,United States,ENER,5424823.498
2000,Austria,WAS,2963.107
2001,Austria,WAS,2865.49
2002,Austria,WAS,2863.104
2003,Austria,WAS,2866.585
2004,Austria,WAS,2929.957
2005,Austria,WAS,2790.995
2006,Austria,WAS,2671.21
2007,Austria,WAS,2543.327
2008,Austria,WAS,2431.104
2009,Austria,WAS,2284.73
2010,Austria,WAS,2157.952
2011,Austria,WAS,2042.633
2012,Austria,WAS,1942.3
2013,Austria,WAS,1823.76
2014,Austria,WAS,1720.757
2015,Austria,WAS,1637.641
2016,Austria,WAS,1557.281
2017,Austria,WAS,1484.314
2000,Sweden,IND_PROC,8358.167
2001,Sweden,IND_PROC,8450.562
2002,Sweden,IND_PROC,8703.417
2003,Sweden,IND_PROC,8349.478
2004,Sweden,IND_PROC,8921.265
2005,Sweden,IND_PROC,8828.226
2006,Sweden,IND_PROC,8795.485
2007,Sweden,IND_PROC,8694.354
2008,Sweden,IND_PROC,8356.11
2009,Sweden,IND_PROC,6360.02
2010,Sweden,IND_PROC,8391.014
2011,Sweden,IND_PROC,7885.941
2012,Sweden,IND_PROC,7522.584
2013,Sweden,IND_PROC,7480.283
2014,Sweden,IND_PROC,7363.38
2015,Sweden,IND_PROC,7311.861
2016,Sweden,IND_PROC,7854.36
2017,Sweden,IND_PROC,7588.426
2000,Chile,IND_PROC,6243.623
2001,Chile,IND_PROC,6243.859
2002,Chile,IND_PROC,6404.936
2003,Chile,IND_PROC,6610.235
2004,Chile,IND_PROC,7067.473
2005,Chile,IND_PROC,7236.175
2006,Chile,IND_PROC,7643.142
2007,Chile,IND_PROC,6352.775
2008,Chile,IND_PROC,6073.159
2009,Chile,IND_PROC,5463.183
2010,Chile,IND_PROC,5492.53
2011,Chile,IND_PROC,6336.096
2012,Chile,IND_PROC,6689.254
2013,Chile,IND_PROC,6143.979
2014,Chile,IND_PROC,6233.881
2015,Chile,IND_PROC,6584.756
2016,Chile,IND_PROC,6939.269
2000,Iceland,AGR,551.754
2001,Iceland,AGR,551.819
2002,Iceland,AGR,535.214
2003,Iceland,AGR,525.088
2004,Iceland,AGR,515.882
2005,Iceland,AGR,518.749
2006,Iceland,AGR,542.895
2007,Iceland,AGR,559.559
2008,Iceland,AGR,572.13
2009,Iceland,AGR,556.976
2010,Iceland,AGR,545.734
2011,Iceland,AGR,545.734
2012,Iceland,AGR,545.057
2013,Iceland,AGR,539.684
2014,Iceland,AGR,583.295
2015,Iceland,AGR,570.519
2016,Iceland,AGR,571.139
2017,Iceland,AGR,578.192
2000,Belgium,IND_PROC,28417.18
2001,Belgium,IND_PROC,27028.288
2002,Belgium,IND_PROC,26827.997
2003,Belgium,IND_PROC,26684.317
2004,Belgium,IND_PROC,27703.991
2005,Belgium,IND_PROC,26440.471
2006,Belgium,IND_PROC,25721.892
2007,Belgium,IND_PROC,23979.719
2008,Belgium,IND_PROC,24348.113
2009,Belgium,IND_PROC,18603.724
2010,Belgium,IND_PROC,21466.076
2011,Belgium,IND_PROC,20627.769
2012,Belgium,IND_PROC,19054.573
2013,Belgium,IND_PROC,19796.829
2014,Belgium,IND_PROC,19786.47
2015,Belgium,IND_PROC,19753.433
2016,Belgium,IND_PROC,20369.484
2017,Belgium,IND_PROC,19694.451
2000,Poland,AGR,31049.141
2001,Poland,AGR,30653.179
2002,Poland,AGR,29977.785
2003,Poland,AGR,29393.509
2004,Poland,AGR,29378.234
2005,Poland,AGR,29656.048
2006,Poland,AGR,30332.521
2007,Poland,AGR,30953.246
2008,Poland,AGR,30967.781
2009,Poland,AGR,30302.037
2010,Poland,AGR,29727.521
2011,Poland,AGR,30126.131
2012,Poland,AGR,29991.622
2013,Poland,AGR,30556.323
2014,Poland,AGR,30455.714
2015,Poland,AGR,29612.74
2016,Poland,AGR,30293.261
2017,Poland,AGR,31739.729
2000,Ireland,IND_PROC,4756.892
2001,Ireland,IND_PROC,4886.749
2002,Ireland,IND_PROC,4295.528
2003,Ireland,IND_PROC,3628.046
2004,Ireland,IND_PROC,3669.782
2005,Ireland,IND_PROC,3784.937
2006,Ireland,IND_PROC,3888.738
2007,Ireland,IND_PROC,3944.017
2008,Ireland,IND_PROC,3506.726
2009,Ireland,IND_PROC,2694.207
2010,Ireland,IND_PROC,2471.487
2011,Ireland,IND_PROC,2348.258
2012,Ireland,IND_PROC,2554.845
2013,Ireland,IND_PROC,2504.229
2014,Ireland,IND_PROC,2904.817
2015,Ireland,IND_PROC,3107.478
2016,Ireland,IND_PROC,3338.543
2017,Ireland,IND_PROC,3466.564
2000,Portugal,IND_PROC,7654.593
2001,Portugal,IND_PROC,7211.795
2002,Portugal,IND_PROC,7591.131
2003,Portugal,IND_PROC,7663.637
2004,Portugal,IND_PROC,8395.675
2005,Portugal,IND_PROC,8419.207
2006,Portugal,IND_PROC,8209.676
2007,Portugal,IND_PROC,9063.059
2008,Portugal,IND_PROC,8858.092
2009,Portugal,IND_PROC,7164.783
2010,Portugal,IND_PROC,7617.659
2011,Portugal,IND_PROC,7033.781
2012,Portugal,IND_PROC,6785.998
2013,Portugal,IND_PROC,7281.345
2014,Portugal,IND_PROC,7760.32
2015,Portugal,IND_PROC,7850.072
2016,Portugal,IND_PROC,7307.359
2017,Portugal,IND_PROC,7780.825
2000,Lithuania,TOTAL,19503.273
2001,Lithuania,TOTAL,20253.097
2002,Lithuania,TOTAL,20648.056
2003,Lithuania,TOTAL,20809.987
2004,Lithuania,TOTAL,21645.034
2005,Lithuania,TOTAL,22849.555
2006,Lithuania,TOTAL,23141.982
2007,Lithuania,TOTAL,25294.383
2008,Lithuania,TOTAL,24321.859
2009,Lithuania,TOTAL,19909.396
2010,Lithuania,TOTAL,20728.508
2011,Lithuania,TOTAL,21294.554
2012,Lithuania,TOTAL,21228.985
2013,Lithuania,TOTAL,19945.806
2014,Lithuania,TOTAL,19907.759
2015,Lithuania,TOTAL,20205.623
2016,Lithuania,TOTAL,20186.466
2017,Lithuania,TOTAL,20417.334
2000,United States,AGR,509900.877
2001,United States,AGR,516184.494
2002,United States,AGR,517383.368
2003,United States,AGR,520119.301
2004,United States,AGR,537345.88
2005,United States,AGR,518397.279
2006,United States,AGR,527557.802
2007,United States,AGR,544560.665
2008,United States,AGR,535099.91
2009,United States,AGR,539069.817
2010,United States,AGR,546638.46
2011,United States,AGR,531884.04
2012,United States,AGR,514691.196
2013,United States,AGR,526332.039
2014,United States,AGR,522795.365
2015,United States,AGR,543816.973
2016,United States,AGR,541231.894
2017,United States,AGR,542072.381
2000,Luxembourg,IND_PROC,780.858
2001,Luxembourg,IND_PROC,730.676
2002,Luxembourg,IND_PROC,751.934
2003,Luxembourg,IND_PROC,697.093
2004,Luxembourg,IND_PROC,755.196
2005,Luxembourg,IND_PROC,726.166
2006,Luxembourg,IND_PROC,780.366
2007,Luxembourg,IND_PROC,776.321
2008,Luxembourg,IND_PROC,722.004
2009,Luxembourg,IND_PROC,651.561
2010,Luxembourg,IND_PROC,675.776
2011,Luxembourg,IND_PROC,692.342
2012,Luxembourg,IND_PROC,633.106
2013,Luxembourg,IND_PROC,617.118
2014,Luxembourg,IND_PROC,632.951
2015,Luxembourg,IND_PROC,625.488
2016,Luxembourg,IND_PROC,650.33
2017,Luxembourg,IND_PROC,661.914
2000,Korea,AGR,21556
2001,Korea,AGR,21017
2002,Korea,AGR,20861
2003,Korea,AGR,20581
2004,Korea,AGR,20664
2005,Korea,AGR,20839
2006,Korea,AGR,20947
2007,Korea,AGR,21172
2008,Korea,AGR,21229
2009,Korea,AGR,21744
2010,Korea,AGR,22179
2011,Korea,AGR,21157
2012,Korea,AGR,21495
2013,Korea,AGR,21352
2014,Korea,AGR,20754
2015,Korea,AGR,20919
2016,Korea,AGR,21245
2000,Hungary,AGR,6067.47
2001,Hungary,AGR,6256.665
2002,Hungary,AGR,6290.542
2003,Hungary,AGR,6117.925
2004,Hungary,AGR,6394.927
2005,Hungary,AGR,6068.123
2006,Hungary,AGR,6051.382
2007,Hungary,AGR,6026.308
2008,Hungary,AGR,6070.485
2009,Hungary,AGR,5717.073
2010,Hungary,AGR,5636.616
2011,Hungary,AGR,5863.572
2012,Hungary,AGR,5903.389
2013,Hungary,AGR,6307.646
2014,Hungary,AGR,6472.295
2015,Hungary,AGR,6671.671
2016,Hungary,AGR,6881.427
2017,Hungary,AGR,7056.4
2000,Iceland,ENER,2210.478
2001,Iceland,ENER,2095.477
2002,Iceland,ENER,2203.38
2003,Iceland,ENER,2194.098
2004,Iceland,ENER,2294.827
2005,Iceland,ENER,2184.436
2006,Iceland,ENER,2253.866
2007,Iceland,ENER,2402
2008,Iceland,ENER,2259.526
2009,Iceland,ENER,2177.381
2010,Iceland,ENER,2056.975
2011,Iceland,ENER,1922.488
2012,Iceland,ENER,1880.598
2013,Iceland,ENER,1844.349
2014,Iceland,ENER,1859.47
2015,Iceland,ENER,1876.935
2016,Iceland,ENER,1857.622
2017,Iceland,ENER,1907.489
2000,Australia,ENER,364291.34
2001,Australia,ENER,371477.349
2002,Australia,ENER,374600.498
2003,Australia,ENER,380070.16
2004,Australia,ENER,393503.491
2005,Australia,ENER,399634.6
2006,Australia,ENER,405966.941
2007,Australia,ENER,413805.019
2008,Australia,ENER,419448.504
2009,Australia,ENER,424728.033
2010,Australia,ENER,420136.758
2011,Australia,ENER,416731.045
2012,Australia,ENER,422237.867
2013,Australia,ENER,414450.481
2014,Australia,ENER,408686.073
2015,Australia,ENER,420302.605
2016,Australia,ENER,432094.821
2017,Australia,ENER,435648.632
2000,Russia,IND_PROC,196374.754
2001,Russia,IND_PROC,194440.977
2002,Russia,IND_PROC,190765.181
2003,Russia,IND_PROC,193570.28
2004,Russia,IND_PROC,206995.778
2005,Russia,IND_PROC,207718.036
2006,Russia,IND_PROC,214649.715
2007,Russia,IND_PROC,215654.7
2008,Russia,IND_PROC,207495.624
2009,Russia,IND_PROC,180926.97
2010,Russia,IND_PROC,197102.591
2011,Russia,IND_PROC,200462.883
2012,Russia,IND_PROC,216636.845
2013,Russia,IND_PROC,220931.774
2014,Russia,IND_PROC,221100.736
2015,Russia,IND_PROC,219144.239
2016,Russia,IND_PROC,219082.348
2017,Russia,IND_PROC,233202.116
2000,France,AGR,83053
2001,France,AGR,82536.085
2002,France,AGR,81175.233
2003,France,AGR,78310.114
2004,France,AGR,78766.062
2005,France,AGR,77642.911
2006,France,AGR,77188.05
2007,France,AGR,78120.011
2008,France,AGR,78808.555
2009,France,AGR,77969.047
2010,France,AGR,76764.125
2011,France,AGR,75953.637
2012,France,AGR,75849.601
2013,France,AGR,75359.336
2014,France,AGR,77407.422
2015,France,AGR,77115.922
2016,France,AGR,76051.443
2017,France,AGR,76469.821
2000,Mexico,AGR,94072.182
2001,Mexico,AGR,94357.284
2002,Mexico,AGR,93806.543
2003,Mexico,AGR,94505.301
2004,Mexico,AGR,93774.028
2005,Mexico,AGR,94956.034
2006,Mexico,AGR,94838.982
2007,Mexico,AGR,95839.694
2008,Mexico,AGR,94812.174
2009,Mexico,AGR,96103.399
2010,Mexico,AGR,96299.83
2011,Mexico,AGR,99251.554
2012,Mexico,AGR,96400.288
2013,Mexico,AGR,98414.575
2014,Mexico,AGR,99439.306
2015,Mexico,AGR,102059.499
2000,Germany,IND_PROC,78018.077
2001,Germany,IND_PROC,74622.515
2002,Germany,IND_PROC,73285.541
2003,Germany,IND_PROC,77220.162
2004,Germany,IND_PROC,79174.395
2005,Germany,IND_PROC,75920.715
2006,Germany,IND_PROC,76118.044
2007,Germany,IND_PROC,77444.718
2008,Germany,IND_PROC,73619.118
2009,Germany,IND_PROC,66113.001
2010,Germany,IND_PROC,63092.296
2011,Germany,IND_PROC,63018.589
2012,Germany,IND_PROC,62103.799
2013,Germany,IND_PROC,61957.362
2014,Germany,IND_PROC,62056.101
2015,Germany,IND_PROC,60938.28
2016,Germany,IND_PROC,62903.339
2017,Germany,IND_PROC,64495.902
2000,Austria,IND_PROC,14610.408
2001,Austria,IND_PROC,14487.867
2002,Austria,IND_PROC,15129.49
2003,Austria,IND_PROC,15271.159
2004,Austria,IND_PROC,14810.668
2005,Austria,IND_PROC,15599.742
2006,Austria,IND_PROC,16257.459
2007,Austria,IND_PROC,16911.947
2008,Austria,IND_PROC,17249.031
2009,Austria,IND_PROC,13921.656
2010,Austria,IND_PROC,15929.638
2011,Austria,IND_PROC,15970.263
2012,Austria,IND_PROC,15570.659
2013,Austria,IND_PROC,15902.234
2014,Austria,IND_PROC,16017.36
2015,Austria,IND_PROC,16601.602
2016,Austria,IND_PROC,16394.621
2017,Austria,IND_PROC,17197.287
2000,Japan,ENER,1197996.459
2001,Japan,ENER,1185732.554
2002,Japan,ENER,1217352.925
2003,Japan,ENER,1226137.653
2004,Japan,ENER,1221820.725
2005,Japan,ENER,1228506.173
2006,Japan,ENER,1205645.143
2007,Japan,ENER,1241786.115
2008,Japan,ENER,1174187.186
2009,Japan,ENER,1112586.421
2010,Japan,ENER,1162548.401
2011,Japan,ENER,1213240.261
2012,Japan,ENER,1253703.919
2013,Japan,ENER,1261050.852
2014,Japan,ENER,1211880.441
2015,Japan,ENER,1172979.236
2016,Japan,ENER,1155376.656
2017,Japan,ENER,1137031.07
2000,New Zealand,OTH,3.599
2001,New Zealand,OTH,3.602
2002,New Zealand,OTH,3.612
2003,New Zealand,OTH,3.617
2004,New Zealand,OTH,3.615
2005,New Zealand,OTH,3.615
2006,New Zealand,OTH,3.614
2007,New Zealand,OTH,3.634
2008,New Zealand,OTH,3.656
2009,New Zealand,OTH,3.675
2010,New Zealand,OTH,3.694
2011,New Zealand,OTH,3.696
2012,New Zealand,OTH,3.476
2013,New Zealand,OTH,2.777
2014,New Zealand,OTH,2.794
2015,New Zealand,OTH,2.81
2016,New Zealand,OTH,2.844
2017,New Zealand,OTH,2.864
2000,France,ENER,397090.057
2001,France,ENER,402452.6
2002,France,ENER,397183.429
2003,France,ENER,403959.194
2004,France,ENER,403439.07
2005,France,ENER,406614.358
2006,France,ENER,395767.715
2007,France,ENER,384641.925
2008,France,ENER,379734.781
2009,France,ENER,366212.802
2010,France,ENER,372421.266
2011,France,ENER,348052.471
2012,France,ENER,350700.29
2013,France,ENER,351768.204
2014,France,ENER,320898.001
2015,France,ENER,327554.294
2016,France,ENER,330462.82
2017,France,ENER,332706.828
2000,Australia,AGR,78382.348
2001,Australia,AGR,77241.399
2002,Australia,AGR,77167.415
2003,Australia,AGR,71972.761
2004,Australia,AGR,75287.445
2005,Australia,AGR,75903.822
2006,Australia,AGR,74343.913
2007,Australia,AGR,70608.587
2008,Australia,AGR,68169.658
2009,Australia,AGR,68502.833
2010,Australia,AGR,66279.923
2011,Australia,AGR,70754.359
2012,Australia,AGR,71987.573
2013,Australia,AGR,72114.947
2014,Australia,AGR,72622.023
2015,Australia,AGR,70084.505
2016,Australia,AGR,69273.935
2017,Australia,AGR,73003.953
2000,Poland,ENER,322170.468
2001,Poland,ENER,323174.532
2002,Poland,ENER,315763.376
2003,Poland,ENER,327240.063
2004,Poland,ENER,330922.345
2005,Poland,ENER,331239.12
2006,Poland,ENER,343045.783
2007,Poland,ENER,340513.837
2008,Poland,ENER,334912.059
2009,Poland,ENER,323791.267
2010,Poland,ENER,340898.846
2011,Poland,ENER,337601.732
2012,Poland,ENER,331678.57
2013,Poland,ENER,327958.191
2014,Poland,ENER,314089.592
2015,Poland,ENER,318446.477
2016,Poland,ENER,328953.87
2017,Poland,ENER,342088.541
2000,Sweden,WAS,3222.436
2001,Sweden,WAS,3171.68
2002,Sweden,WAS,2997.797
2003,Sweden,WAS,2832.105
2004,Sweden,WAS,2811.252
2005,Sweden,WAS,2673.487
2006,Sweden,WAS,2584.023
2007,Sweden,WAS,2406.033
2008,Sweden,WAS,2143.118
2009,Sweden,WAS,2053.161
2010,Sweden,WAS,1924.226
2011,Sweden,WAS,1832.717
2012,Sweden,WAS,1693.541
2013,Sweden,WAS,1608.528
2014,Sweden,WAS,1494.303
2015,Sweden,WAS,1400.282
2016,Sweden,WAS,1318.286
2017,Sweden,WAS,1253.399
2000,Czech Republic,WAS,3853.459
2001,Czech Republic,WAS,3993.318
2002,Czech Republic,WAS,4126.98
2003,Czech Republic,WAS,4285.114
2004,Czech Republic,WAS,4234.835
2005,Czech Republic,WAS,4294.575
2006,Czech Republic,WAS,4371.053
2007,Czech Republic,WAS,4314.321
2008,Czech Republic,WAS,4511.55
2009,Czech Republic,WAS,4621.052
2010,Czech Republic,WAS,4861.482
2011,Czech Republic,WAS,4917.133
2012,Czech Republic,WAS,5077.393
2013,Czech Republic,WAS,5373.05
2014,Czech Republic,WAS,5403.393
2015,Czech Republic,WAS,5511.728
2016,Czech Republic,WAS,5567.013
2017,Czech Republic,WAS,5649.326
2000,Chile,WAS,3822.449
2001,Chile,WAS,4205.697
2002,Chile,WAS,4661.368
2003,Chile,WAS,4846.596
2004,Chile,WAS,4961.237
2005,Chile,WAS,5228.613
2006,Chile,WAS,5029.053
2007,Chile,WAS,4738.196
2008,Chile,WAS,4540.389
2009,Chile,WAS,4364.624
2010,Chile,WAS,4502.158
2011,Chile,WAS,4653.976
2012,Chile,WAS,4800.56
2013,Chile,WAS,5318.367
2014,Chile,WAS,5403.889
2015,Chile,WAS,5734.504
2016,Chile,WAS,5801.065
2000,Canada,IND_PROC,53215.954
2001,Canada,IND_PROC,50761.48
2002,Canada,IND_PROC,53242.825
2003,Canada,IND_PROC,54940.856
2004,Canada,IND_PROC,59089.456
2005,Canada,IND_PROC,55572.619
2006,Canada,IND_PROC,56014.73
2007,Canada,IND_PROC,54778.863
2008,Canada,IND_PROC,54043.964
2009,Canada,IND_PROC,47344.156
2010,Canada,IND_PROC,50550.567
2011,Canada,IND_PROC,54128.012
2012,Canada,IND_PROC,58246.241
2013,Canada,IND_PROC,55251.546
2014,Canada,IND_PROC,52689.244
2015,Canada,IND_PROC,52934.622
2016,Canada,IND_PROC,54516.348
2017,Canada,IND_PROC,53791.502
2000,Ireland,WAS,1489.093
2001,Ireland,WAS,1601.842
2002,Ireland,WAS,1707.602
2003,Ireland,WAS,1763.099
2004,Ireland,WAS,1484.204
2005,Ireland,WAS,1290.678
2006,Ireland,WAS,1326.397
2007,Ireland,WAS,848.509
2008,Ireland,WAS,687.386
2009,Ireland,WAS,515.205
2010,Ireland,WAS,499.723
2011,Ireland,WAS,590.771
2012,Ireland,WAS,515.089
2013,Ireland,WAS,671.034
2014,Ireland,WAS,852.471
2015,Ireland,WAS,948.75
2016,Ireland,WAS,957.18
2017,Ireland,WAS,933.402
2000,Belgium,WAS,3949.474
2001,Belgium,WAS,3516.989
2002,Belgium,WAS,3531.616
2003,Belgium,WAS,3196.735
2004,Belgium,WAS,3234.671
2005,Belgium,WAS,3055.134
2006,Belgium,WAS,3036.454
2007,Belgium,WAS,2989.527
2008,Belgium,WAS,2780.14
2009,Belgium,WAS,2602.33
2010,Belgium,WAS,2499.727
2011,Belgium,WAS,2289.444
2012,Belgium,WAS,2206.207
2013,Belgium,WAS,1832.191
2014,Belgium,WAS,1654.421
2015,Belgium,WAS,1596.594
2016,Belgium,WAS,1484.19
2017,Belgium,WAS,1476.817
2000,Estonia,WAS,562.451
2001,Estonia,WAS,570.029
2002,Estonia,WAS,557.943
2003,Estonia,WAS,546.463
2004,Estonia,WAS,540.179
2005,Estonia,WAS,515.187
2006,Estonia,WAS,499.767
2007,Estonia,WAS,494.428
2008,Estonia,WAS,478.621
2009,Estonia,WAS,500.593
2010,Estonia,WAS,494.309
2011,Estonia,WAS,456.565
2012,Estonia,WAS,441.41
2013,Estonia,WAS,407.717
2014,Estonia,WAS,363.795
2015,Estonia,WAS,356.689
2016,Estonia,WAS,340.405
2017,Estonia,WAS,328.695
2000,Lithuania,ENER,10810.951
2001,Lithuania,ENER,11442.104
2002,Lithuania,ENER,11529.076
2003,Lithuania,ENER,11533.426
2004,Lithuania,ENER,12166.935
2005,Lithuania,ENER,13047.936
2006,Lithuania,ENER,13122.494
2007,Lithuania,ENER,13378.607
2008,Lithuania,ENER,13197.499
2009,Lithuania,ENER,11930.594
2010,Lithuania,ENER,12879.662
2011,Lithuania,ENER,12032.518
2012,Lithuania,ENER,12076.774
2013,Lithuania,ENER,11422.251
2014,Lithuania,ENER,11051.192
2015,Lithuania,ENER,11051.977
2016,Lithuania,ENER,11344.814
2017,Lithuania,ENER,11338.105
2000,United States,WAS,164366.008
2001,United States,WAS,159507.459
2002,United States,WAS,157680.376
2003,United States,WAS,160547.809
2004,United States,WAS,158178.578
2005,United States,WAS,154722.779
2006,United States,WAS,152726.652
2007,United States,WAS,150783.876
2008,United States,WAS,148749.847
2009,United States,WAS,146128.617
2010,United States,WAS,147012.718
2011,United States,WAS,138154.378
2012,United States,WAS,139374.21
2013,United States,WAS,135757.711
2014,United States,WAS,135571.465
2015,United States,WAS,134474.764
2016,United States,WAS,131101.45
2017,United States,WAS,130955.417
2000,Iceland,IND_PROC,1008.556
2001,Iceland,IND_PROC,1011.783
2002,Iceland,IND_PROC,987.918
2003,Iceland,IND_PROC,984.857
2004,Iceland,IND_PROC,986.025
2005,Iceland,IND_PROC,964.686
2006,Iceland,IND_PROC,1436.005
2007,Iceland,IND_PROC,1577.519
2008,Iceland,IND_PROC,2108.7
2009,Iceland,IND_PROC,1917.665
2010,Iceland,IND_PROC,1951.127
2011,Iceland,IND_PROC,1845.721
2012,Iceland,IND_PROC,1937.49
2013,Iceland,IND_PROC,1962.751
2014,Iceland,IND_PROC,1941.848
2015,Iceland,IND_PROC,2022.997
2016,Iceland,IND_PROC,1973.99
2017,Iceland,IND_PROC,2039.343
2000,Korea,WAS,18822
2001,Korea,WAS,19712
2002,Korea,WAS,18665
2003,Korea,WAS,18762
2004,Korea,WAS,17667
2005,Korea,WAS,16697
2006,Korea,WAS,17010
2007,Korea,WAS,15648
2008,Korea,WAS,15447
2009,Korea,WAS,15384
2010,Korea,WAS,15039
2011,Korea,WAS,15471
2012,Korea,WAS,15732
2013,Korea,WAS,15875
2014,Korea,WAS,15373
2015,Korea,WAS,16354
2016,Korea,WAS,16521
2000,United Kingdom,ENER,565974.396
2001,United Kingdom,ENER,575259.831
2002,United Kingdom,ENER,558970.749
2003,United Kingdom,ENER,566672.308
2004,United Kingdom,ENER,566349.587
2005,United Kingdom,ENER,562536.1
2006,United Kingdom,ENER,560330.44
2007,United Kingdom,ENER,549833.949
2008,United Kingdom,ENER,536623.525
2009,United Kingdom,ENER,491596.82
2010,United Kingdom,ENER,507760.17
2011,United Kingdom,ENER,466015.656
2012,United Kingdom,ENER,484115.144
2013,United Kingdom,ENER,471514.262
2014,United Kingdom,ENER,432273.29
2015,United Kingdom,ENER,416102.279
2016,United Kingdom,ENER,394601.306
2017,United Kingdom,ENER,381802.826
2000,France,WAS,22019.148
2001,France,WAS,22188.555
2002,France,WAS,22304.134
2003,France,WAS,22310.36
2004,France,WAS,22010.408
2005,France,WAS,21799.732
2006,France,WAS,21634.119
2007,France,WAS,21258.013
2008,France,WAS,21060.214
2009,France,WAS,20432.783
2010,France,WAS,20577.575
2011,France,WAS,20059.557
2012,France,WAS,19302.915
2013,France,WAS,18818.221
2014,France,WAS,18562.096
2015,France,WAS,17523.728
2016,France,WAS,17250.426
2017,France,WAS,17449.049
2000,New Zealand,ENER,29947.831
2001,New Zealand,ENER,31974.429
2002,New Zealand,ENER,31994.585
2003,New Zealand,ENER,33475.227
